X,Y,Z,Yaw,Pitch,Roll
0.008914286,0.265114286,0.127885714,1.014285714,0.928571429,-1.042857143
0.010157262,0.2503578,0.128029104,0.965567661,0.887447026,-0.994882145
0.011390971,0.235845409,0.128136938,0.91750637,0.846928593,-0.947463506
0.012615442,0.22157557,0.128209518,0.870098286,0.807012571,-0.900598857
0.013830703,0.20754674,0.128247148,0.823339852,0.767695407,-0.854285827
0.015036783,0.193757375,0.12825013,0.777227513,0.728973545,-0.808522046
0.01623371,0.180205934,0.12821877,0.731757714,0.690843429,-0.763305143
0.017421512,0.166890871,0.12815337,0.686926899,0.653301503,-0.718632748
0.018600218,0.153810645,0.128054234,0.642731513,0.616344212,-0.67450249
0.019769856,0.140963712,0.127921664,0.599168,0.579968,-0.630912
0.020930455,0.128348529,0.127755965,0.556232804,0.544169312,-0.587858907
0.022082043,0.115963553,0.127557439,0.51392237,0.508944593,-0.54534084
0.023224649,0.103807241,0.127326391,0.472233143,0.474290286,-0.503355429
0.024358301,0.09187805,0.127063123,0.431161566,0.440202836,-0.461900303
0.025483028,0.080174436,0.126767939,0.390704085,0.406678688,-0.420973093
0.026598857,0.068694857,0.126441143,0.350857143,0.373714286,-0.380571429
0.027705818,0.05743777,0.126083037,0.311617185,0.341306074,-0.340692938
0.028803939,0.04640163,0.125693926,0.272980656,0.309450497,-0.301335252
0.029893248,0.035584896,0.125274112,0.234944,0.278144,-0.262496
0.030973774,0.024986024,0.124823899,0.197503661,0.247383026,-0.224172811
0.032045545,0.014603471,0.124343591,0.160656085,0.217164021,-0.186363316
0.03310859,0.004435694,0.12383349,0.124397714,0.187483429,-0.149065143
0.034162937,-0.005518851,0.123293901,0.088724995,0.158337693,-0.112275922
0.035208614,-0.015261706,0.122725126,0.05363437,0.129723259,-0.075993284
0.03624565,-0.024794414,0.12212747,0.019122286,0.101636571,-0.040214857
0.037274074,-0.034118519,0.121501234,-0.014814815,0.074074074,-0.004938272
0.038293914,-0.043235563,0.120846724,-0.048180487,0.047032212,0.029838843
0.039305198,-0.05214709,0.120164242,-0.080978286,0.020507429,0.064118857
0.040307954,-0.060854644,0.119454092,-0.113211767,-0.005503831,0.097904141
0.041302213,-0.069359765,0.118716577,-0.144884487,-0.031005122,0.131197065
0.042288,-0.077664,0.117952,-0.176,-0.056,0.164
0.043265345,-0.085768889,0.117160665,-0.206561862,-0.080492021,0.196315316
0.044234278,-0.093675977,0.116342876,-0.23657363,-0.104484741,0.228145383
0.045194825,-0.101386807,0.115498935,-0.266038857,-0.127981714,0.259492571
0.046147016,-0.108902921,0.114629146,-0.294961101,-0.150986497,0.290359252
0.047090878,-0.116225863,0.113733813,-0.323343915,-0.173502646,0.320747795
0.048026441,-0.123357175,0.112813239,-0.351190857,-0.195533714,0.350660571
0.048953733,-0.130298401,0.111867727,-0.378505481,-0.217083259,0.380099951
0.049872782,-0.137051084,0.110897581,-0.405291344,-0.238154836,0.409068303
0.050783616,-0.143616768,0.109903104,-0.431552,-0.258752,0.437568
0.051686264,-0.149996995,0.1088846,-0.457291005,-0.278878307,0.465601411
0.052580756,-0.156193308,0.107842371,-0.482511915,-0.298537312,0.493170907
0.053467118,-0.16220725,0.106776722,-0.507218286,-0.317732571,0.520278857
0.054345379,-0.168040366,0.105687956,-0.531413672,-0.33646764,0.546927633
0.055215569,-0.173694196,0.104576376,-0.55510163,-0.354746074,0.573119605
0.056077714,-0.179170286,0.103442286,-0.578285714,-0.372571429,0.598857143
0.056931845,-0.184470177,0.102285988,-0.600969481,-0.389947259,0.624142617
0.057777988,-0.189595414,0.101107788,-0.623156487,-0.406877122,0.648978399
0.058616174,-0.194547538,0.099907986,-0.644850286,-0.423364571,0.673366857
0.059446429,-0.199328094,0.098686888,-0.666054434,-0.439413164,0.697310363
0.060268783,-0.203938624,0.097444797,-0.686772487,-0.455026455,0.720811287
0.061083264,-0.208380672,0.096182016,-0.707008,-0.470208,0.743872
0.0618899,-0.21265578,0.094898848,-0.726764529,-0.484961354,0.766494871
0.062688721,-0.216765492,0.093595598,-0.74604563,-0.499290074,0.788682272
0.063479753,-0.220711351,0.092272567,-0.764854857,-0.513197714,0.810436571
0.064263026,-0.2244949,0.09093006,-0.783195767,-0.526687831,0.831760141
0.065038569,-0.228117681,0.08956838,-0.801071915,-0.539763979,0.852655351
0.065806409,-0.231581239,0.088187831,-0.818486857,-0.552429714,0.873124571
0.066566575,-0.234887116,0.086788716,-0.835444148,-0.564688593,0.893170173
0.067319096,-0.238036855,0.085371337,-0.851947344,-0.576544169,0.912794526
0.068064,-0.241032,0.083936,-0.868,-0.588,0.932
0.068801315,-0.243874093,0.082483007,-0.883605672,-0.59905964,0.950788966
0.06953107,-0.246564679,0.081012661,-0.898767915,-0.609726646,0.969163795
0.070253294,-0.249105298,0.079525266,-0.913490286,-0.620004571,0.987126857
0.070968014,-0.251497496,0.078021126,-0.927776339,-0.629896974,1.004680522
0.071675259,-0.253742815,0.076500543,-0.94162963,-0.639407407,1.02182716
0.072375058,-0.255842798,0.074963822,-0.955053714,-0.648539429,1.038569143
0.07306744,-0.257798988,0.073411265,-0.968052148,-0.657296593,1.05490884
0.073752431,-0.259612928,0.071843176,-0.980628487,-0.665682455,1.070848621
0.074430062,-0.261286162,0.070259858,-0.992786286,-0.673700571,1.086390857
